gade,postnr,kommune,antal,beholder,tur,fremsætter,lås,type,sæk,adresse,latitude,longitude
Sportsvej 4,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,90,True,"Sportsvej 4, 6000 Kolding, danmark",55.4951321,9.4579074
Sportsvej 6,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Sportsvej 6, 6000 Kolding, danmark",55.4951509,9.4576654
Sportsvej 8,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Sportsvej 8, 6000 Kolding, danmark",55.49520039999999,9.45745
Stallerup Sø 29,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Stallerup Sø 29, 6000 Kolding, danmark",55.5278581,9.4162158
Søndergade 1 A,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Søndergade 1 A, 6000 Kolding, danmark",55.4888114,9.4730303
Søndergade 1 A,6000,Kolding,1,"140 l. beholder, mad","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,140,False,"Søndergade 1 A, 6000 Kolding, danmark",55.4888114,9.4730303
Terlings Alle 5,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Terlings Alle 5, 6000 Kolding, danmark",55.4661488,9.473987
Ternevej 1,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Ternevej 1, 6000 Kolding, danmark",55.4971423,9.4708108
Ternevej 2,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Ternevej 2, 6000 Kolding, danmark",55.4972463,9.4711589
Ternevej 3,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Ternevej 3, 6000 Kolding, danmark",55.4973973,9.470902
Ternevej 4,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Ternevej 4, 6000 Kolding, danmark",55.4975533,9.4712841
Trompeterbakken 1,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,370,False,"Trompeterbakken 1, 6000 Kolding, danmark",55.49698739999999,9.476725
Trompeterbakken 2,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,370,False,"Trompeterbakken 2, 6000 Kolding, danmark",55.4965388,9.4768755
Trompeterbakken 3,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,370,False,"Trompeterbakken 3, 6000 Kolding, danmark",55.49701109999999,9.476982200000002
Trompeterbakken 5,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,"Trompeterbakken 5, 6000 Kolding, danmark",55.4969828,9.4773452
Trompeterbakken 6,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Trompeterbakken 6, 6000 Kolding, danmark",55.4966617,9.4775413
Trompeterbakken 7,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Trompeterbakken 7, 6000 Kolding, danmark",55.4970253,9.4776403
Trompeterbakken 8,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Trompeterbakken 8, 6000 Kolding, danmark",55.49667119999999,9.47798
Trompeterbakken 9,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Trompeterbakken 9, 6000 Kolding, danmark",55.4970584,9.4780563
Trompeterbakken 10,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Trompeterbakken 10, 6000 Kolding, danmark",55.4966854,9.4783582
Trompeterbakken 11,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,370,False,"Trompeterbakken 11, 6000 Kolding, danmark",55.49687429999999,9.4783169
Trompeterbakken 12,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Trompeterbakken 12, 6000 Kolding, danmark",55.496676,9.4787591
Trompeterbakken 13,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Trompeterbakken 13, 6000 Kolding, danmark",55.4970821,9.4788732
Trompeterbakken 15,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Trompeterbakken 15, 6000 Kolding, danmark",55.4971058,9.4791304
Trompeterbakken 17,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Trompeterbakken 17, 6000 Kolding, danmark",55.4969925,9.479463
Vandværksvej 2,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Vandværksvej 2, 6000 Kolding, danmark",55.4956859,9.4545773
Vandværksvej 3,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,370,False,"Vandværksvej 3, 6000 Kolding, danmark",55.4956267,9.4539345
Vandværksvej 4,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,370,False,"Vandværksvej 4, 6000 Kolding, danmark",55.4957637,9.4542787
Vandværksvej 5,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Vandværksvej 5, 6000 Kolding, danmark",55.4957398,9.4534621
Vandværksvej 6,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Vandværksvej 6, 6000 Kolding, danmark",55.4958203,9.4541124
Vandværksvej 9,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Vandværksvej 9, 6000 Kolding, danmark",55.4958484,9.45319
Vandværksvej 11,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Vandværksvej 11, 6000 Kolding, danmark",55.4958435,9.4528309
Vandværksvej 15,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Vandværksvej 15, 6000 Kolding, danmark",55.49602290000001,9.4526307
Vandværksvej 16,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Vandværksvej 16, 6000 Kolding, danmark",55.4961822,9.4529217
Vandværksvej 17,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,370,False,"Vandværksvej 17, 6000 Kolding, danmark",55.4961455,9.4521771
Ved Kysten 1,6094,Hejls,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Ved Kysten 1, 6094 Hejls, danmark",55.3657714,9.6053747
Ved Kysten 2,6094,Hejls,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Ved Kysten 2, 6094 Hejls, danmark",55.3658419,9.6055863
Ved Kysten 4,6094,Hejls,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Ved Kysten 4, 6094 Hejls, danmark",55.3660091,9.6058175
Ved Kysten 5,6094,Hejls,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Ved Kysten 5, 6094 Hejls, danmark",55.3661056,9.6059765
Vejrupsgade 2 A,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,True,660,False,"Vejrupsgade 2 A, 6000 Kolding, danmark",55.4877461,9.4676824
Vejrupsgade 2 A,6000,Kolding,1,"140 l. beholder, mad, med lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,True,140,False,"Vejrupsgade 2 A, 6000 Kolding, danmark",55.4877461,9.4676824
Vejrupsgade 4,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Vejrupsgade 4, 6000 Kolding, danmark",55.4876692,9.4680634
Vejrupsgade 6,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Vejrupsgade 6, 6000 Kolding, danmark",55.4876827,9.4681497
Vejrupsgade 8,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,370,False,"Vejrupsgade 8, 6000 Kolding, danmark",55.4876547,9.4681457
Vejrupsgade 10,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Vejrupsgade 10, 6000 Kolding, danmark",55.4876314,9.4682675
Vejrupsgade 14,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,660,False,"Vejrupsgade 14, 6000 Kolding, danmark",55.4875607,9.4687551
Vejrupsgade 14,6000,Kolding,1,"660 l. con, restaffald","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,660,False,"Vejrupsgade 14, 6000 Kolding, danmark",55.4875607,9.4687551
Vejrupsgade 14,6000,Kolding,1,"400 l. con, madaffald","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,400,False,"Vejrupsgade 14, 6000 Kolding, danmark",55.4875607,9.4687551
Vejrupsgade 16,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,"Vejrupsgade 16, 6000 Kolding, danmark",55.48753250000001,9.4691179
Vejrupsgade 16,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,"Vejrupsgade 16, 6000 Kolding, danmark",55.48753250000001,9.4691179
Vejrupsgade 16,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,"Vejrupsgade 16, 6000 Kolding, danmark",55.48753250000001,9.4691179
Vejrupsgade 18,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,240,False,"Vejrupsgade 18, 6000 Kolding, danmark",55.48750459999999,9.4693368
Vejrupsgade 20,6000,Kolding,1,"2-delt 370 l. beh, rest/mad","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,False,370,False,"Vejrupsgade 20, 6000 Kolding, danmark",55.487505,9.469339
Vejrupsgade 24,6000,Kolding,1,"240 l. beholder, mad, med lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,True,240,False,"Vejrupsgade 24, 6000 Kolding, danmark",55.48741279999999,9.4703471
Vejrupsgade 24,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,True,660,False,"Vejrupsgade 24, 6000 Kolding, danmark",55.48741279999999,9.4703471
Vejrupsgade 28,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,True,660,False,"Vejrupsgade 28, 6000 Kolding, danmark",55.4873722,9.4706146
Vejrupsgade 28,6000,Kolding,1,"240 l. beholder, mad, med lås","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,True,240,False,"Vejrupsgade 28, 6000 Kolding, danmark",55.4873722,9.4706146
Vejrupsgade 30 01,6000,Kolding,1,"2-delt 370 beh, rest/mad, lås","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,True,370,False,"Vejrupsgade 30 01, 6000 Kolding, danmark",55.4873487,9.470917000000002
Warmingsgade 18,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,240,False,"Warmingsgade 18, 6000 Kolding, danmark",55.4873621,9.4675187
Warmingsgade 20,6000,Kolding,1,"2-delt 370 beh, r/m, lås-SF","Tur 20, torsdag, lige, mad/rest - LILLEBIL",False,True,370,False,"Warmingsgade 20, 6000 Kolding, danmark",55.4874377,9.4675301
Warmingsgade 26,6000,Kolding,1,"2-delt 370 l. beh, r/m-sætte f","Tur 20, torsdag, lige, mad/rest - LILLEBIL",True,False,370,False,"Warmingsgade 26, 6000 Kolding, danmark",55.4875912,9.4676626
Ægirsvej 3,6000,Kolding,1,"2-delt 240 l. beh, r/m-sætte f","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",True,False,240,False,"Ægirsvej 3, 6000 Kolding, danmark",55.4985404,9.5284211
Ægirsvej 8 A,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, torsdag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Ægirsvej 8 A, 6000 Kolding, danmark",55.4983184,9.5284657
