gade,postnr,kommune,antal,beholder,tur,fremsætter,lås,type,sæk,adresse,latitude,longitude
Jernbanegade 19,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Jernbanegade 19, 6000 Kolding, danmark",55.4901622,9.4766825
Jernbanegade 19,6000,Kolding,1,"140 l. beholder, mad","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,140,False,"Jernbanegade 19, 6000 Kolding, danmark",55.4901622,9.4766825
Jernbanegade 20,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Jernbanegade 20, 6000 Kolding, danmark",55.4900093,9.4761071
Jernbanegade 20,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Jernbanegade 20, 6000 Kolding, danmark",55.4900093,9.4761071
Jernbanegade 20,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Jernbanegade 20, 6000 Kolding, danmark",55.4900093,9.4761071
Jernbanegade 23,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Jernbanegade 23, 6000 Kolding, danmark",55.4901523,9.4771024
Jernbanegade 23,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Jernbanegade 23, 6000 Kolding, danmark",55.4901523,9.4771024
Jernbanegade 24,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Jernbanegade 24, 6000 Kolding, danmark",55.4899763,9.4765305
Jernbanegade 24,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"Jernbanegade 24, 6000 Kolding, danmark",55.4899763,9.4765305
Jernbanegade 24,6000,Kolding,1,"400 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"Jernbanegade 24, 6000 Kolding, danmark",55.4899763,9.4765305
Jernbanegade 24,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Jernbanegade 24, 6000 Kolding, danmark",55.4899763,9.4765305
Jernbanegade 24,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Jernbanegade 24, 6000 Kolding, danmark",55.4899763,9.4765305
Jernbanegade 24,6000,Kolding,1,"240 l. beh, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Jernbanegade 24, 6000 Kolding, danmark",55.4899763,9.4765305
Jernbanegade 24,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Jernbanegade 24, 6000 Kolding, danmark",55.4899763,9.4765305
Jernbanegade 32,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Jernbanegade 32, 6000 Kolding, danmark",55.4898529,9.4774626
Jernbanegade 32,6000,Kolding,1,"400 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"Jernbanegade 32, 6000 Kolding, danmark",55.4898529,9.4774626
Jernbanegade 32,6000,Kolding,1,"190 l. beholder, mad","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,190,False,"Jernbanegade 32, 6000 Kolding, danmark",55.4898529,9.4774626
Klostergade 2,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Klostergade 2, 6000 Kolding, danmark",55.4889549,9.4755318
Klostergade 3,6000,Kolding,1,"130 l. sæk, resta - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,130,True,"Klostergade 3, 6000 Kolding, danmark",55.489207,9.475278
Klostergade 3,6000,Kolding,1,"90 l. sæk, mad - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,90,True,"Klostergade 3, 6000 Kolding, danmark",55.489207,9.475278
Klostergade 5,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Klostergade 5, 6000 Kolding, danmark",55.48920589999999,9.4754346
Klostergade 6,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 6, 6000 Kolding, danmark",55.489021,9.4758041
Klostergade 6,6000,Kolding,1,"140 l. beholder, mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,140,False,"Klostergade 6, 6000 Kolding, danmark",55.489021,9.4758041
Klostergade 12,6000,Kolding,1,"130 l. sæk, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,130,True,"Klostergade 12, 6000 Kolding, danmark",55.4890233,9.4760534
Klostergade 12,6000,Kolding,1,"90 l. sæk, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,90,True,"Klostergade 12, 6000 Kolding, danmark",55.4890233,9.4760534
Klostergade 14,6000,Kolding,1,"130 l. sæk, restaffald","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,130,True,"Klostergade 14, 6000 Kolding, danmark",55.4889928,9.476167
Klostergade 14,6000,Kolding,1,"90 l. sæk, madaffald","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,90,True,"Klostergade 14, 6000 Kolding, danmark",55.4889928,9.476167
Klostergade 16,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,400,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,400,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 16,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag og torsdag, mad/rest - LILLEBIL",False,False,660,False,"Klostergade 16, 6000 Kolding, danmark",55.4889692,9.4764694
Klostergade 19,6000,Kolding,1,"2-delt 240 l. beh, rest/mad","Tur 20, mandag, ulige, mad/rest - LILLEBIL",False,False,240,False,"Klostergade 19, 6000 Kolding, danmark",55.4891203,9.4767721
Klostergade 60,6000,Kolding,1,"770 l. con, rest - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,770,False,"Klostergade 60, 6000 Kolding, danmark",55.48887449999999,9.477643
Klostergade 60,6000,Kolding,1,"400 l. con, mad - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,400,False,"Klostergade 60, 6000 Kolding, danmark",55.48887449999999,9.477643
Klostergade 60,6000,Kolding,1,"400 l. con, rest - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,400,False,"Klostergade 60, 6000 Kolding, danmark",55.48887449999999,9.477643
Klostergade 60,6000,Kolding,1,"770 l. con, rest - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,770,False,"Klostergade 60, 6000 Kolding, danmark",55.48887449999999,9.477643
Lilletorv 2,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,True,660,False,"Lilletorv 2, 6000 Kolding, danmark",55.489721,9.474746
Lilletorv 2,6000,Kolding,1,"660 l. con, rest, med lås","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,True,660,False,"Lilletorv 2, 6000 Kolding, danmark",55.489721,9.474746
Lilletorv 2,6000,Kolding,1,"400 l. con, mad, med lås","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,True,400,False,"Lilletorv 2, 6000 Kolding, danmark",55.489721,9.474746
Munkegade 4,6000,Kolding,1,"240 l. beh, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,240,False,"Munkegade 4, 6000 Kolding, danmark",55.489163,9.4779065
Munkegade 4,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Munkegade 4, 6000 Kolding, danmark",55.489163,9.4779065
Munkegade 4,6000,Kolding,1,"400 l. con, madaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,400,False,"Munkegade 4, 6000 Kolding, danmark",55.489163,9.4779065
Munkegade 4,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Munkegade 4, 6000 Kolding, danmark",55.489163,9.4779065
Munkegade 4,6000,Kolding,1,"770 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,770,False,"Munkegade 4, 6000 Kolding, danmark",55.489163,9.4779065
Munkegade 5 A,6000,Kolding,1,"660 l. con, rest - sætte frem","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,660,False,"Munkegade 5 A, 6000 Kolding, danmark",55.4896115,9.4774762
Munkegade 5 A,6000,Kolding,1,"190 l. beholder, mad, sætter f","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",True,False,190,False,"Munkegade 5 A, 6000 Kolding, danmark",55.4896115,9.4774762
Munkegade 7 A,6000,Kolding,1,"660 l. con, restaffald","Tur 20, mandag, ugentlig, mad/rest - LILLEBIL",False,False,660,False,"Munkegade 7 A, 6000 Kolding, danmark",55.4897382,9.4775045
